image_index,class_id,prototype_id,part_id,present
0,12,121,1,False
0,12,136,1,True
0,12,243,1,False
0,12,121,2,False
0,12,136,2,True
0,12,243,2,False
0,12,121,3,False
0,12,136,3,False
0,12,243,3,False
0,12,121,4,False
0,12,136,4,True
0,12,243,4,False
0,14,8,1,True
0,14,28,1,False
0,14,36,1,False
0,14,65,1,True
0,14,70,1,True
0,14,115,1,True
0,14,128,1,True
0,14,175,1,False
0,14,226,1,False
0,14,8,2,False
0,14,28,2,False
0,14,36,2,False
0,14,65,2,False
0,14,70,2,True
0,14,115,2,False
0,14,128,2,True
0,14,175,2,False
0,14,226,2,False
0,14,8,3,False
0,14,28,3,False
0,14,36,3,True
0,14,65,3,True
0,14,70,3,True
0,14,115,3,True
0,14,128,3,True
0,14,175,3,True
0,14,226,3,False
0,14,8,4,False
0,14,28,4,False
0,14,36,4,True
0,14,65,4,False
0,14,70,4,True
0,14,115,4,False
0,14,128,4,False
0,14,175,4,False
0,14,226,4,False
0,14,8,5,False
0,14,28,5,False
0,14,36,5,True
0,14,65,5,True
0,14,70,5,False
0,14,115,5,False
0,14,128,5,True
0,14,175,5,False
0,14,226,5,False
1,12,121,1,False
1,12,136,1,False
1,12,243,1,False
1,12,121,2,False
1,12,136,2,False
1,12,243,2,False
1,14,8,1,True
1,14,28,1,False
1,14,36,1,False
1,14,65,1,True
1,14,70,1,True
1,14,115,1,True
1,14,128,1,True
1,14,175,1,False
1,14,226,1,False
1,14,8,2,False
1,14,28,2,True
1,14,36,2,True
1,14,65,2,True
1,14,70,2,True
1,14,115,2,False
1,14,128,2,False
1,14,175,2,False
1,14,226,2,True
1,14,8,3,False
1,14,28,3,True
1,14,36,3,True
1,14,65,3,True
1,14,70,3,True
1,14,115,3,False
1,14,128,3,True
1,14,175,3,False
1,14,226,3,True
1,14,8,4,False
1,14,28,4,False
1,14,36,4,False
1,14,65,4,False
1,14,70,4,False
1,14,115,4,False
1,14,128,4,True
1,14,175,4,False
1,14,226,4,False
1,14,8,5,False
1,14,28,5,False
1,14,36,5,True
1,14,65,5,True
1,14,70,5,True
1,14,115,5,False
1,14,128,5,False
1,14,175,5,False
1,14,226,5,False
2,14,8,1,True
2,14,28,1,False
2,14,36,1,False
2,14,65,1,True
2,14,70,1,True
2,14,115,1,True
2,14,128,1,True
2,14,175,1,False
2,14,226,1,False
2,14,8,2,False
2,14,28,2,True
2,14,36,2,True
2,14,65,2,True
2,14,70,2,True
2,14,115,2,False
2,14,128,2,True
2,14,175,2,False
2,14,226,2,True
2,14,8,3,False
2,14,28,3,False
2,14,36,3,False
2,14,65,3,True
2,14,70,3,True
2,14,115,3,False
2,14,128,3,True
2,14,175,3,True
2,14,226,3,False
2,14,8,4,False
2,14,28,4,False
2,14,36,4,True
2,14,65,4,True
2,14,70,4,True
2,14,115,4,False
2,14,128,4,True
2,14,175,4,True
2,14,226,4,False
2,14,8,5,False
