class_id,prototype_id,part_id,mean_presence,num_images,is_consistent
12,110,1,0.6020408163265306,392,False
12,110,2,0.11568123393316196,389,False
12,110,3,0.5276243093922652,362,False
12,110,4,0.6939890710382514,366,False
12,110,5,0.3333333333333333,9,False
12,111,1,0.7627551020408163,392,False
12,111,2,0.6863753213367609,389,False
12,111,3,0.6519337016574586,362,False
12,111,4,0.37158469945355194,366,False
12,111,5,0.2222222222222222,9,False
12,112,1,0.6530612244897959,392,True
12,112,2,0.8894601542416453,389,True
12,112,3,0.6187845303867403,362,True
12,112,4,0.27049180327868855,366,True
12,112,5,0.3333333333333333,9,True
12,113,1,0.5790816326530612,392,False
12,113,2,0.35475578406169667,389,False
12,113,3,0.6464088397790055,362,False
12,113,4,0.6284153005464481,366,False
12,113,5,0.5555555555555556,9,False
12,114,1,0.8010204081632653,392,True
12,114,2,0.390745501285347,389,True
12,114,3,0.580110497237569,362,True
12,114,4,0.366120218579235,366,True
12,114,5,0.0,9,True
12,115,1,0.8163265306122449,392,True
12,115,2,0.2853470437017995,389,True
12,115,3,0.5994475138121547,362,True
12,115,4,0.2896174863387978,366,True
12,115,5,0.0,9,True
12,116,1,0.45663265306122447,392,False
12,116,2,0.08740359897172237,389,False
12,116,3,0.49171270718232046,362,False
12,116,4,0.7377049180327869,366,False
12,116,5,0.5555555555555556,9,False
12,117,1,0.6020408163265306,392,False
12,117,2,0.7249357326478149,389,False
12,117,3,0.6546961325966851,362,False
12,117,4,0.39617486338797814,366,False
12,117,5,0.4444444444444444,9,False
12,118,1,0.6683673469387755,392,False
12,118,2,0.10282776349614396,389,False
12,118,3,0.5883977900552486,362,False
12,118,4,0.5601092896174863,366,False
12,118,5,0.2222222222222222,9,False
12,119,1,0.5918367346938775,392,True
12,119,2,0.8688946015424165,389,True
12,119,3,0.585635359116022,362,True
12,119,4,0.3633879781420765,366,True
12,119,5,0.4444444444444444,9,True
13,120,1,0.3729508196721312,244,True
13,120,2,0.4713114754098361,244,True
13,120,3,0.46511627906976744,215,True
13,120,4,0.3744493392070485,227,True
13,120,5,1.0,1,True
13,121,1,0.5327868852459017,244,False
13,121,2,0.11885245901639344,244,False
13,121,3,0.4604651162790698,215,False
13,121,4,0.19383259911894274,227,False
13,121,5,0.0,1,False
13,122,1,0.4057377049180328,244,True
13,122,2,0.6024590163934426,244,True
13,122,3,0.5162790697674419,215,True
13,122,4,0.1894273127753304,227,True
13,122,5,1.0,1,True
13,123,1,0.4180327868852459,244,True
13,123,2,0.10245901639344263,244,True
13,123,3,0.3674418604651163,215,True
13,123,4,0.5594713656387665,227,True
13,123,5,1.0,1,True
13,124,1,0.3360655737704918,244,True
13,124,2,0.1885245901639344,244,True
13,124,3,0.39069767441860465,215,True
13,124,4,0.5154185022026432,227,True
13,124,5,1.0,1,True
13,125,1,0.6680327868852459,244,False
13,125,2,0.13114754098360656,244,False
13,125,3,0.4697674418604651,215,False
13,125,4,0.10572687224669604,227,False
13,125,5,0.0,1,False
13,126,1,0.4262295081967213,244,False
13,126,2,0.5860655737704918,244,False
13,126,3,0.48372093023255813,215,False
13,126,4,0.2290748898678414,227,False
13,126,5,0.0,1,False
13,127,1,0.38524590163934425,244,True
13,127,2,0.21721311475409835,244,True
13,127,3,0.4883720930232558,215,True
13,127,4,0.44052863436123346,227,True
13,127,5,1.0,1,True
13,128,1,0.3770491803278688,244,False
13,128,2,0.06147540983606557,244,False
13,128,3,0.26976744186046514,215,False
13,128,4,0.5286343612334802,227,False
13,128,5,0.0,1,False
13,129,1,0.2786885245901639,244,True
13,129,2,0.05327868852459016,244,True
13,129,3,0.3116279069767442,215,True
13,129,4,0.6563876651982379,227,True
13,129,5,1.0,1,True
14,130,1,0.6595744680851063,470,False
14,130,2,0.06695464362850972,463,False
14,130,3,0.7081545064377682,466,False
